34.0	2	0	1	0
36.46817248	2	0	0	1
73.0	1	1	0	0
32.0	2	0	1	0
27.83572895	2	0	0	1
27.0	1	0	1	0
29.0	2	0	1	0
35.0	2	0	1	0
28.0	1	0	1	0
35.0	2	0	1	0
38.90212183	1	0	0	1
26.0	2	0	1	0
48.0	2	1	0	0
28.0	1	0	1	0
33.0	2	0	1	0
26.0	2	0	1	0
33.0	2	0	1	0
69.0	2	1	0	0
28.12046543	1	0	0	1
35.45516769	2	0	0	1
29.0	2	0	1	0
47.0	2	1	0	0
37.21013005	2	0	0	1
35.0	2	0	1	0
36.47912389	2	0	0	1
27.0	1	0	1	0
26.0	2	0	1	0
63.0	2	1	0	0
33.0	1	0	1	0
36.0	1	0	1	0
25.0	2	0	1	0
32.93634497	1	0	0	1
24.0	2	1	0	0
29.0	2	0	1	0
23.0	2	0	1	0
25.0	2	0	1	0
55.58110883	2	0	0	1
27.0	1	0	1	0
31.0	2	0	1	0
22.0	2	0	1	0
63.41957563	2	0	0	1
74.0	2	1	0	0
27.0	1	0	1	0
31.0	2	0	1	0
67.79466119	1	0	0	1
34.13826146	1	0	0	1
48.33127995	2	0	0	1
36.602327200000005	2	0	0	1
35.0	2	0	1	0
39.0	1	1	0	0
41.21560575	1	0	0	1
27.0	2	0	1	0
37.0	1	0	1	0
49.3853525	1	0	0	1
32.0	1	1	0	0
28.0	2	0	1	0
72.32580424	2	0	0	1
33.0	1	0	1	0
28.0	1	0	1	0
41.7522245	2	0	0	1
32.0	2	0	1	0
33.7871321	2	0	0	1
31.0	1	0	1	0
33.0	2	0	1	0
34.0	1	0	1	0
72.0	1	1	0	0
20.90896646	1	0	0	1
80.16974675	2	0	0	1
37.0	1	1	0	0
32.0	1	0	1	0
28.0	1	1	0	0
27.0	2	0	1	0
22.0	1	0	1	0
58.7926078	2	0	0	1
53.0	2	1	0	0
24.85420945	1	0	0	1
24.0	1	0	1	0
41.51950719	1	0	0	1
73.0	1	1	0	0
41.0	1	1	0	0
37.0	1	1	0	0
31.0	1	0	1	0
58.37645448	2	0	0	1
27.0	1	0	1	0
29.0	1	0	1	0
55.0	2	1	0	0
22.0	1	0	1	0
29.0	1	0	1	0
22.0	2	0	1	0
30.0	2	0	1	0
58.56810404	2	0	0	1
31.0	1	1	0	0
41.13073238	2	0	0	1
27.0	2	0	1	0
22.0	1	0	1	0
25.0	2	1	0	0
25.0	1	0	1	0
59.0	2	1	0	0
53.0	1	1	0	0
34.0	2	0	1	0
27.0	2	0	1	0
62.50513347	2	0	0	1
26.0	1	0	1	0
24.0	1	0	1	0
64.0	2	1	0	0
33.0	1	0	1	0
32.0	2	1	0	0
59.0	2	1	0	0
30.67214237	1	0	0	1
22.0	1	0	1	0
26.0	2	0	1	0
37.0	1	1	0	0
31.80835044	1	0	0	1
33.0	2	0	1	0
27.0	2	0	1	0
27.0	1	0	1	0
24.34223135	2	0	0	1
66.275154	1	0	0	1
72.0	2	1	0	0
55.11841205	1	0	0	1
31.0	2	0	1	0
35.0	2	0	1	0
33.0	1	0	1	0
32.0	2	0	1	0
54.0	2	1	0	0
56.873374399999996	1	0	0	1
31.0	1	0	1	0
75.0	2	1	0	0
29.924024600000003	2	0	0	1
29.77960301	2	0	0	1
28.0	2	0	1	0
25.0	2	0	1	0
23.34839151	1	0	0	1
69.0	1	1	0	0
27.0	1	0	1	0
40.0	1	1	0	0
67.16221766	2	0	0	1
29.0	1	0	1	0
57.75496235	2	0	0	1
23.0	1	0	1	0
69.0	2	1	0	0
35.0	1	0	1	0
27.0	1	0	1	0
45.0	1	1	0	0
32.0	1	1	0	0
59.88227242	1	0	0	1
26.0	2	0	1	0
27.0	1	0	1	0
26.0	1	0	1	0
29.0	2	0	1	0
29.66461328	1	0	0	1
29.49760438	2	0	0	1
30.0	2	0	1	0
73.0	2	1	0	0
26.0	2	1	0	0
27.0	1	0	1	0
26.0	2	0	1	0
30.0	2	0	1	0
49.431211499999996	2	0	0	1
28.0	1	0	1	0
23.0	2	0	1	0
56.91991786	2	0	0	1
39.0	1	1	0	0
27.0	2	1	0	0
31.0	1	0	1	0
48.10130048	1	0	0	1
26.0	2	0	1	0
34.0	1	0	1	0
34.0	1	0	1	0
30.0	2	0	1	0
30.17659138	1	0	0	1
33.13347023	1	0	0	1
38.959616700000005	1	0	0	1
33.0	2	0	1	0
62.73785079	1	0	0	1
74.98973306	1	0	0	1
33.0	2	0	1	0
46.36550308	2	0	0	1
35.718685799999996	1	0	0	1
25.0	1	0	1	0
34.0	2	0	1	0
30.0	2	0	1	0
26.98425736	1	0	0	1
56.0	1	1	0	0
38.7816564	1	0	0	1
79.0	2	1	0	0
45.0	2	1	0	0
31.0	2	0	1	0
46.71047228	1	0	0	1
33.0	2	0	1	0
26.0	2	0	1	0
66.32991102	2	0	0	1
24.0	1	0	1	0
37.0	1	1	0	0
31.89596167	2	0	0	1
36.55304586	1	0	0	1
67.69883641	1	0	0	1
28.0	2	0	1	0
30.0	2	0	1	0
19.0	2	1	0	0
30.0	2	0	1	0
59.0	2	1	0	0
72.82683094	2	0	0	1
31.0	2	0	1	0
34.0	2	0	1	0
55.0	1	1	0	0
63.54004107	2	0	0	1
57.0	2	1	0	0
44.0	2	1	0	0
46.0	1	1	0	0
31.0	2	0	1	0
28.0	2	0	1	0
72.0	2	1	0	0
29.0	1	0	1	0
30.0	2	0	1	0
34.0	2	0	1	0
27.0	1	0	1	0
71.0	1	1	0	0
34.0	1	0	1	0
30.0	2	0	1	0
54.19301848	2	0	0	1
29.0	1	0	1	0
84.0	2	1	0	0
32.0	2	0	1	0
25.0	1	1	0	0
26.0	1	0	1	0
79.0	2	1	0	0
68.85147159	2	0	0	1
49.40451745	2	0	0	1
72.59411362	2	0	0	1
69.0	1	1	0	0
24.0	1	0	1	0
25.1848049	2	0	0	1
54.0	2	1	0	0
45.0	1	1	0	0
33.0	1	0	1	0
58.0	2	1	0	0
44.0	2	1	0	0
25.0	1	1	0	0
18.0	2	1	0	0
31.0	2	0	1	0
84.0	2	1	0	0
20.0	1	1	0	0
42.0	1	1	0	0
36.0	2	0	1	0
54.48596851	2	0	0	1
35.0	2	0	1	0
56.0	1	1	0	0
53.74948665	1	0	0	1
67.0	1	1	0	0
77.0	1	1	0	0
34.0	2	0	1	0
22.4312115	1	0	0	1
32.0	1	0	1	0
28.0	1	0	1	0
39.0	2	1	0	0
30.0	1	0	1	0
50.0	2	1	0	0
30.0	2	0	1	0
78.0	1	1	0	0
32.0	1	0	1	0
37.978781700000006	1	0	0	1
61.0	2	1	0	0
59.0	1	1	0	0
30.0	1	0	1	0
70.0	1	1	0	0
26.0	2	0	1	0
88.0	2	1	0	0
33.59342916	1	0	0	1
49.0	2	1	0	0
25.0	2	0	1	0
29.0	2	0	1	0
26.0	2	0	1	0
34.0	2	0	1	0
83.0	2	1	0	0
23.0	2	0	1	0
35.0	2	0	1	0
31.0	2	0	1	0
64.75017112	1	0	0	1
26.0	1	0	1	0
70.50239562	2	0	0	1
60.93086927	2	0	0	1
30.0	2	0	1	0
22.0	1	0	1	0
23.0	2	0	1	0
26.0	1	0	1	0
23.0	2	0	1	0
31.0	2	0	1	0
32.0	1	0	1	0
23.0	1	0	1	0
41.0	2	1	0	0
75.82751540000001	2	0	0	1
36.0	2	1	0	0
35.0	2	0	1	0
60.273785100000005	1	0	0	1
30.0	2	0	1	0
63.41683778	1	0	0	1
64.0	1	1	0	0
76.0	2	1	0	0
70.10540726	1	0	0	1
66.52703628	2	0	0	1
18.0	1	1	0	0
30.0	2	0	1	0
25.0	1	0	1	0
33.0	1	1	0	0
30.0	1	0	1	0
28.37234771	2	0	0	1
79.0	1	1	0	0
40.0	1	1	0	0
33.0	2	1	0	0
32.0	2	0	1	0
39.0	2	1	0	0
30.0	1	0	1	0
35.0	2	0	1	0
29.0	2	0	1	0
26.0	1	0	1	0
76.0	2	1	0	0
22.0	1	0	1	0
67.0	1	1	0	0
34.0	2	0	1	0
29.0	1	0	1	0
79.41409993	1	0	0	1
30.684463	1	0	0	1
29.0	2	0	1	0
28.0	2	0	1	0
31.0	2	0	1	0
45.77412731	1	0	0	1
20.92813142	2	0	0	1
58.0	1	1	0	0
30.0	1	0	1	0
41.5954825	2	0	0	1
45.25667351	1	0	0	1
83.0	1	1	0	0
30.0	1	0	1	0
61.0	2	1	0	0
28.0	2	0	1	0
39.0	2	1	0	0
33.479124	1	0	0	1
62.0	1	1	0	0
22.0	2	0	1	0
25.0	2	1	0	0
25.0	1	0	1	0
29.0	1	0	1	0
27.0	1	0	1	0
26.0	1	0	1	0
49.0	2	1	0	0
60.73921970000001	2	0	0	1
22.97330595	2	0	0	1
35.0	1	1	0	0
32.0	2	0	1	0
60.0	1	1	0	0
67.33196441	2	0	0	1
63.0	2	1	0	0
23.0	1	0	1	0
31.0	2	0	1	0
31.0	2	0	1	0
32.0	2	1	0	0
28.0	2	0	1	0
64.0	2	1	0	0
23.0	1	0	1	0
33.0	1	0	1	0
