25.0	1	0	1	0
68.0	1	1	0	0
26.0	1	0	1	0
56.0	2	1	0	0
64.0	2	1	0	0
24.0	2	0	1	0
30.0	2	0	1	0
28.0	2	0	1	0
83.8110883	1	0	0	1
28.0	2	0	1	0
50.90212183	2	0	0	1
33.0	2	0	1	0
28.0	2	1	0	0
55.0	1	1	0	0
24.0	1	1	0	0
35.0	2	1	0	0
26.0	1	0	1	0
71.0	2	1	0	0
28.0	2	0	1	0
28.0	1	0	1	0
44.2464066	2	0	0	1
34.0	2	0	1	0
58.28336756	2	0	0	1
63.0	1	1	0	0
60.46269678	2	0	0	1
74.0	2	1	0	0
29.0	2	0	1	0
20.0	2	1	0	0
24.0	2	1	0	0
25.0	2	0	1	0
32.0	1	0	1	0
28.0	2	0	1	0
65.0	2	1	0	0
42.9705681	2	0	0	1
31.0	2	0	1	0
62.1779603	2	0	0	1
61.0	2	1	0	0
83.0	1	1	0	0
23.0	1	0	1	0
31.0	2	0	1	0
24.0	2	0	1	0
23.0	1	0	1	0
47.0	1	1	0	0
37.69746749	2	0	0	1
26.0	2	0	1	0
24.14236824	2	0	0	1
35.0	1	0	1	0
36.0	1	0	1	0
22.0	2	0	1	0
23.0	1	1	0	0
26.0	2	0	1	0
25.0	1	0	1	0
32.0	2	0	1	0
33.0	2	0	1	0
29.0	2	0	1	0
57.22108145	1	0	0	1
29.0	1	0	1	0
48.25462012	2	0	0	1
26.0	1	0	1	0
74.0	2	1	0	0
82.0	1	1	0	0
27.0	1	0	1	0
36.0	2	0	1	0
79.0	2	1	0	0
28.0	1	0	1	0
27.0	2	0	1	0
44.87611225	2	0	0	1
68.0	1	1	0	0
34.0	2	0	1	0
30.0	2	0	1	0
81.0	1	1	0	0
35.0	2	0	1	0
23.0	1	0	1	0
24.76386037	1	0	0	1
24.0	1	0	1	0
28.0	1	0	1	0
22.0	1	0	1	0
64.0	1	1	0	0
31.0	1	1	0	0
79.0	2	1	0	0
24.0	1	0	1	0
30.0	2	0	1	0
46.16837782	2	0	0	1
34.0	2	0	1	0
75.93702943	1	0	0	1
31.0	1	0	1	0
34.0	2	0	1	0
29.0	1	0	1	0
22.0	1	0	1	0
67.73990418	2	0	0	1
