ROI,MSLL,EV,SMSE,RMSE,Rho
lh_bankssts_thickness,-0.08963981571101842,0.16553675881121255,0.8347123272003645,0.16093403453127486,0.4078162019220264
lh_caudalanteriorcingulate_thickness,-0.016330800361300954,0.03525302172644906,0.9648504516498858,0.2037302106038365,0.18939337194418518
